     1     1    12     9    12    15     0     3     0.0  -23.561  -46.740   1000.0    842.8    306.0
     2     1    12     9    12    15     0     3     0.0  -23.561  -46.740   2000.0    749.0    309.5
     3     1    12     9    12    15     0     3     0.0  -23.561  -46.740   2500.0    705.3    310.5
     4     1    12     9    12    15     0     3     0.0  -23.561  -46.740   3000.0    663.5    311.9
     5     1    12     9    12    15     0     3     0.0  -23.561  -46.740   3500.0    623.8    314.1
     6     1    12     9    12    15     0     3     0.0  -23.561  -46.740   3800.0    601.0    315.9
     1     1    12     9    12    14     0     2    -1.0  -23.623  -46.975    960.0    840.0    306.3
     2     1    12     9    12    14     0     2    -1.0  -23.652  -47.187   1907.9    750.8    309.6
     3     1    12     9    12    14     0     2    -1.0  -23.595  -47.244   2431.4    705.9    310.6
     4     1    12     9    12    14     0     2    -1.0  -23.545  -47.265   2940.6    663.9    311.8
     5     1    12     9    12    14     0     2    -1.0  -23.540  -47.239   3429.8    625.2    313.8
     6     1    12     9    12    14     0     2    -1.0  -23.563  -47.199   3714.5    603.2    315.7
     1     1    12     9    12    13     0     1    -2.0  -23.672  -47.204    909.6    846.8    306.2
     2     1    12     9    12    13     0     1    -2.0  -23.754  -47.620   1832.6    762.1    309.5
     3     1    12     9    12    13     0     1    -2.0  -23.637  -47.721   2383.2    713.2    310.4
     4     1    12     9    12    13     0     1    -2.0  -23.523  -47.753   2901.1    669.4    311.6
     5     1    12     9    12    13     0     1    -2.0  -23.506  -47.706   3387.8    630.6    313.5
     6     1    12     9    12    13     0     1    -2.0  -23.556  -47.629   3653.9    609.4    315.4
     1     1    12     9    12    12     0     0    -3.0  -23.710  -47.418    867.6    851.8    305.7
     2     1    12     9    12    12     0     0    -3.0  -23.864  -48.054   1820.2    761.3    309.5
     3     1    12     9    12    12     0     0    -3.0  -23.679  -48.182   2365.3    712.7    310.4
     4     1    12     9    12    12     0     0    -3.0  -23.487  -48.212   2865.8    671.6    311.6
     5     1    12     9    12    12     0     0    -3.0  -23.452  -48.149   3355.2    633.6    313.4
     6     1    12     9    12    12     0     0    -3.0  -23.540  -48.040   3604.4    614.3    315.2
